Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	IndividualID	Cohort
AntixxInt24xx1	AntixxInt24xx1	AntixxInt24xx1	AntixxInt24xx1	AntixxInt24xx2	AntixxInt24xx1	AntixxInt24xx2	AntixxInt24xx3	AntixxInt24xx2	AntixxInt24xx3	AntixxInt24xx3	AntixxInt24xx1	AntixxInt24xx2	AntixxInt24xx3	AntixxInt24xx2	AntixxInt24xx1	AntixxInt24xx3	AntixxInt24xx3	AntixxInt24xx2	AntixxInt24xx2	Anti_Int8618	USA
AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	AntixxInt48	Anti_Int8620	USA
AntixxInt51xx3	AntixxInt51xx2	AntixxInt51xx2	AntixxInt51xx2	AntixxInt51xx3	AntixxInt51xx1	AntixxInt51xx2	AntixxInt51xx1	AntixxInt51xx2	AntixxInt51xx2	AntixxInt51xx3	AntixxInt51xx2	AntixxInt51xx3	AntixxInt51xx1	AntixxInt51xx3	AntixxInt51xx3	AntixxInt51xx2	AntixxInt51xx2	AntixxInt51xx2	AntixxInt51xx2	Anti_Int8621	USA
AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	AntixxInt79	Anti_Int8647	USA
AntixxInt6xx2	AntixxInt6xx1	AntixxInt6xx2	AntixxInt6xx3	AntixxInt6xx3	AntixxInt6xx2	AntixxInt6xx1	AntixxInt6xx1	AntixxInt6xx4	AntixxInt6xx2	AntixxInt6xx2	AntixxInt6xx3	AntixxInt6xx4	AntixxInt6xx4	AntixxInt6xx3	AntixxInt6xx1	AntixxInt6xx3	AntixxInt6xx4	AntixxInt6xx1	AntixxInt6xx2	Anti_Int8676	USA
AntixxInt42xx2	AntixxInt42xx2	AntixxInt42xx1	AntixxInt42xx2	AntixxInt42xx2	AntixxInt42xx1	AntixxInt42xx2	AntixxInt42xx1	AntixxInt42xx2	AntixxInt42xx2	AntixxInt42xx1	AntixxInt42xx1	AntixxInt42xx2	AntixxInt42xx1	AntixxInt42xx2	AntixxInt42xx2	AntixxInt42xx2	AntixxInt42xx2	AntixxInt42xx1	AntixxInt42xx1	Anti_Int8715	USA
AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	AntixxInt53	Anti_Int8734	USA
AntixxInt18xx1	AntixxInt18xx2	AntixxInt18xx2	AntixxInt18xx3	AntixxInt18xx2	AntixxInt18xx3	AntixxInt18xx1	AntixxInt18xx2	AntixxInt18xx3	AntixxInt18xx1	AntixxInt18xx3	AntixxInt18xx1	AntixxInt18xx2	AntixxInt18xx3	AntixxInt18xx1	AntixxInt18xx3	AntixxInt18xx1	AntixxInt18xx2	AntixxInt18xx1	AntixxInt18xx2	Anti_Int8762	USA
AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	AntixxInt32	Anti_Int8777	USA
AntixxInt44xx3	AntixxInt44xx3	AntixxInt44xx2	AntixxInt44xx3	AntixxInt44xx3	AntixxInt44xx3	AntixxInt44xx3	AntixxInt44xx2	AntixxInt44xx3	AntixxInt44xx2	AntixxInt44xx3	AntixxInt44xx2	AntixxInt44xx3	AntixxInt44xx2	AntixxInt44xx3	AntixxInt44xx3	AntixxInt44xx2	AntixxInt44xx2	AntixxInt44xx2	AntixxInt44xx2	Anti_Int8813	USA
AntixxInt45xx2	AntixxInt45xx1	AntixxInt45xx2	AntixxInt45xx2	AntixxInt45xx1	AntixxInt45xx2	AntixxInt45xx2	AntixxInt45xx2	AntixxInt45xx1	AntixxInt45xx2	AntixxInt45xx1	AntixxInt45xx2	AntixxInt45xx2	AntixxInt45xx2	AntixxInt45xx1	AntixxInt45xx1	AntixxInt45xx2	AntixxInt45xx2	AntixxInt45xx1	AntixxInt45xx1	Anti_Int8824	USA
AntixxInt19xx1	AntixxInt19xx1	AntixxInt19xx1	AntixxInt19xx2	AntixxInt19xx2	AntixxInt19xx3	AntixxInt19xx3	AntixxInt19xx3	AntixxInt19xx1	AntixxInt19xx2	AntixxInt19xx1	AntixxInt19xx3	AntixxInt19xx3	AntixxInt19xx3	AntixxInt19xx1	AntixxInt19xx1	AntixxInt19xx1	AntixxInt19xx2	AntixxInt19xx2	AntixxInt19xx3	Anti_Int8833	USA
AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	AntixxInt69	Anti_Int8872	USA
AntixxInt56xx4	AntixxInt56xx1	AntixxInt56xx2	AntixxInt56xx2	AntixxInt56xx1	AntixxInt56xx1	AntixxInt56xx2	AntixxInt56xx2	AntixxInt56xx4	AntixxInt56xx4	AntixxInt56xx4	AntixxInt56xx1	AntixxInt56xx2	AntixxInt56xx2	AntixxInt56xx1	AntixxInt56xx1	AntixxInt56xx4	AntixxInt56xx4	AntixxInt56xx2	AntixxInt56xx4	Anti_Int8941	USA
AntixxInt25xx1	AntixxInt25xx2	AntixxInt25xx2	AntixxInt25xx1	AntixxInt25xx1	AntixxInt25xx2	AntixxInt25xx1	AntixxInt25xx2	AntixxInt25xx2	AntixxInt25xx1	AntixxInt25xx2	AntixxInt25xx2	AntixxInt25xx2	AntixxInt25xx2	AntixxInt25xx2	AntixxInt25xx1	AntixxInt25xx2	AntixxInt25xx1	AntixxInt25xx2	AntixxInt25xx2	Anti_Int8944	USA
AntixxInt49xx4	AntixxInt49xx2	AntixxInt49xx1	AntixxInt49xx4	AntixxInt49xx2	AntixxInt49xx1	AntixxInt49xx4	AntixxInt49xx2	AntixxInt49xx4	AntixxInt49xx2	AntixxInt49xx1	AntixxInt49xx1	AntixxInt49xx4	AntixxInt49xx4	AntixxInt49xx4	AntixxInt49xx4	AntixxInt49xx1	AntixxInt49xx4	AntixxInt49xx1	AntixxInt49xx2	Anti_Int8954	USA
AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	AntixxInt77	Anti_Int8959	USA
AntixxInt8xx2	AntixxInt8xx2	AntixxInt8xx1	AntixxInt8xx1	AntixxInt8xx1	AntixxInt8xx2	AntixxInt8xx1	AntixxInt8xx2	AntixxInt8xx2	AntixxInt8xx1	AntixxInt8xx1	AntixxInt8xx2	AntixxInt8xx2	AntixxInt8xx1	AntixxInt8xx1	AntixxInt8xx1	AntixxInt8xx2	AntixxInt8xx2	AntixxInt8xx2	AntixxInt8xx1	Anti_Int8967	USA
AntixxInt27xx3	AntixxInt27xx4	AntixxInt27xx4	AntixxInt27xx4	AntixxInt27xx2	AntixxInt27xx2	AntixxInt27xx1	AntixxInt27xx4	AntixxInt27xx3	AntixxInt27xx4	AntixxInt27xx3	AntixxInt27xx4	AntixxInt27xx1	AntixxInt27xx2	AntixxInt27xx2	AntixxInt27xx3	AntixxInt27xx3	AntixxInt27xx4	AntixxInt27xx1	AntixxInt27xx2	Anti_Int8998	USA
AntixxInt10xx1	AntixxInt10xx2	AntixxInt10xx2	AntixxInt10xx1	AntixxInt10xx1	AntixxInt10xx1	AntixxInt10xx2	AntixxInt10xx1	AntixxInt10xx2	AntixxInt10xx1	AntixxInt10xx2	AntixxInt10xx2	AntixxInt10xx2	AntixxInt10xx2	AntixxInt10xx1	AntixxInt10xx2	AntixxInt10xx2	AntixxInt10xx1	AntixxInt10xx1	AntixxInt10xx1	Anti_Int9013	USA
AntixxInt20xx4	AntixxInt20xx4	AntixxInt20xx1	AntixxInt20xx4	AntixxInt20xx2	AntixxInt20xx3	AntixxInt20xx3	AntixxInt20xx1	AntixxInt20xx4	AntixxInt20xx2	AntixxInt20xx2	AntixxInt20xx1	AntixxInt20xx1	AntixxInt20xx4	AntixxInt20xx2	AntixxInt20xx3	AntixxInt20xx4	AntixxInt20xx3	AntixxInt20xx2	AntixxInt20xx3	Anti_Int9042	USA
AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	AntixxInt73	Anti_Int9043	USA
AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	AntixxInt64	Anti_Int9064	USA
AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	AntixxInt66	Anti_Int9083	USA
AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	AntixxInt12	Anti_Int9091	USA
AntixxInt50xx2	AntixxInt50xx2	AntixxInt50xx1	AntixxInt50xx2	AntixxInt50xx2	AntixxInt50xx1	AntixxInt50xx1	AntixxInt50xx1	AntixxInt50xx1	AntixxInt50xx1	AntixxInt50xx2	AntixxInt50xx1	AntixxInt50xx1	AntixxInt50xx1	AntixxInt50xx2	AntixxInt50xx1	AntixxInt50xx2	AntixxInt50xx2	AntixxInt50xx2	AntixxInt50xx1	Anti_Int9092	USA
AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	AntixxInt75	Anti_Int9097	USA
AntixxInt39xx1	AntixxInt39xx2	AntixxInt39xx2	AntixxInt39xx2	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx2	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx1	AntixxInt39xx2	AntixxInt39xx1	AntixxInt39xx2	AntixxInt39xx1	AntixxInt39xx2	Anti_Int9103	USA
AntixxInt30xx4	AntixxInt30xx3	AntixxInt30xx3	AntixxInt30xx4	AntixxInt30xx1	AntixxInt30xx4	AntixxInt30xx1	AntixxInt30xx3	AntixxInt30xx4	AntixxInt30xx3	AntixxInt30xx1	AntixxInt30xx1	AntixxInt30xx1	AntixxInt30xx4	AntixxInt30xx4	AntixxInt30xx3	AntixxInt30xx1	AntixxInt30xx3	AntixxInt30xx4	AntixxInt30xx1	Anti_Int9111	USA
AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	AntixxInt4	Anti_Int9157	USA
AntixxInt63xx2	AntixxInt63xx2	AntixxInt63xx4	AntixxInt63xx2	AntixxInt63xx4	AntixxInt63xx1	AntixxInt63xx4	AntixxInt63xx4	AntixxInt63xx1	AntixxInt63xx2	AntixxInt63xx4	AntixxInt63xx1	AntixxInt63xx2	AntixxInt63xx4	AntixxInt63xx4	AntixxInt63xx2	AntixxInt63xx1	AntixxInt63xx4	AntixxInt63xx1	AntixxInt63xx2	Anti_Int9171	USA
AntixxInt57xx4	AntixxInt57xx2	AntixxInt57xx4	AntixxInt57xx1	AntixxInt57xx4	AntixxInt57xx1	AntixxInt57xx4	AntixxInt57xx4	AntixxInt57xx1	AntixxInt57xx2	AntixxInt57xx1	AntixxInt57xx1	AntixxInt57xx4	AntixxInt57xx2	AntixxInt57xx4	AntixxInt57xx4	AntixxInt57xx2	AntixxInt57xx1	AntixxInt57xx4	AntixxInt57xx4	Anti_Int9186	USA
AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	AntixxInt54	Anti_Int9194	USA
AntixxInt21xx1	AntixxInt21xx2	AntixxInt21xx2	AntixxInt21xx3	AntixxInt21xx4	AntixxInt21xx4	AntixxInt21xx4	AntixxInt21xx3	AntixxInt21xx2	AntixxInt21xx3	AntixxInt21xx2	AntixxInt21xx3	AntixxInt21xx4	AntixxInt21xx3	AntixxInt21xx3	AntixxInt21xx2	AntixxInt21xx3	AntixxInt21xx1	AntixxInt21xx3	AntixxInt21xx4	Anti_Int9197	USA
AntixxInt65xx1	AntixxInt65xx1	AntixxInt65xx1	AntixxInt65xx2	AntixxInt65xx1	AntixxInt65xx1	AntixxInt65xx1	AntixxInt65xx1	AntixxInt65xx1	AntixxInt65xx2	AntixxInt65xx1	AntixxInt65xx2	AntixxInt65xx1	AntixxInt65xx2	AntixxInt65xx2	AntixxInt65xx2	AntixxInt65xx2	AntixxInt65xx2	AntixxInt65xx1	AntixxInt65xx2	Anti_Int9201	USA
AntixxInt5xx1	AntixxInt5xx3	AntixxInt5xx1	AntixxInt5xx2	AntixxInt5xx2	AntixxInt5xx3	AntixxInt5xx2	AntixxInt5xx1	AntixxInt5xx1	AntixxInt5xx3	AntixxInt5xx3	AntixxInt5xx3	AntixxInt5xx1	AntixxInt5xx2	AntixxInt5xx3	AntixxInt5xx2	AntixxInt5xx1	AntixxInt5xx1	AntixxInt5xx3	AntixxInt5xx2	Anti_Int9210	USA
AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	AntixxInt78	Anti_Int9219	USA
AntixxInt9xx4	AntixxInt9xx1	AntixxInt9xx3	AntixxInt9xx1	AntixxInt9xx1	AntixxInt9xx4	AntixxInt9xx1	AntixxInt9xx2	AntixxInt9xx4	AntixxInt9xx4	AntixxInt9xx1	AntixxInt9xx1	AntixxInt9xx2	AntixxInt9xx2	AntixxInt9xx2	AntixxInt9xx1	AntixxInt9xx1	AntixxInt9xx4	AntixxInt9xx3	AntixxInt9xx3	Anti_Int9236	USA
AntixxInt70xx1	AntixxInt70xx4	AntixxInt70xx1	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx1	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx4	AntixxInt70xx1	AntixxInt70xx1	AntixxInt70xx4	AntixxInt70xx1	AntixxInt70xx1	AntixxInt70xx1	AntixxInt70xx1	Anti_Int9243	USA
AntixxInt37xx2	AntixxInt37xx1	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx1	AntixxInt37xx1	AntixxInt37xx1	AntixxInt37xx2	AntixxInt37xx1	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx2	AntixxInt37xx1	AntixxInt37xx2	AntixxInt37xx2	Anti_Int9268	USA
AntixxInt59xx1	AntixxInt59xx2	AntixxInt59xx2	AntixxInt59xx1	AntixxInt59xx1	AntixxInt59xx2	AntixxInt59xx1	AntixxInt59xx2	AntixxInt59xx2	AntixxInt59xx1	AntixxInt59xx2	AntixxInt59xx2	AntixxInt59xx2	AntixxInt59xx2	AntixxInt59xx2	AntixxInt59xx1	AntixxInt59xx1	AntixxInt59xx1	AntixxInt59xx1	AntixxInt59xx2	Anti_Int9276	USA
AntixxInt36xx2	AntixxInt36xx1	AntixxInt36xx2	AntixxInt36xx3	AntixxInt36xx3	AntixxInt36xx3	AntixxInt36xx1	AntixxInt36xx3	AntixxInt36xx3	AntixxInt36xx2	AntixxInt36xx3	AntixxInt36xx1	AntixxInt36xx3	AntixxInt36xx1	AntixxInt36xx2	AntixxInt36xx3	AntixxInt36xx3	AntixxInt36xx1	AntixxInt36xx2	AntixxInt36xx3	Anti_Int9277	USA
AntixxInt62xx3	AntixxInt62xx1	AntixxInt62xx1	AntixxInt62xx1	AntixxInt62xx2	AntixxInt62xx3	AntixxInt62xx2	AntixxInt62xx3	AntixxInt62xx1	AntixxInt62xx2	AntixxInt62xx2	AntixxInt62xx2	AntixxInt62xx3	AntixxInt62xx1	AntixxInt62xx2	AntixxInt62xx2	AntixxInt62xx3	AntixxInt62xx2	AntixxInt62xx3	AntixxInt62xx1	Anti_Int9282	USA
AntixxInt14xx4	AntixxInt14xx3	AntixxInt14xx4	AntixxInt14xx2	AntixxInt14xx2	AntixxInt14xx4	AntixxInt14xx3	AntixxInt14xx4	AntixxInt14xx2	AntixxInt14xx4	AntixxInt14xx3	AntixxInt14xx2	AntixxInt14xx3	AntixxInt14xx2	AntixxInt14xx4	AntixxInt14xx3	AntixxInt14xx3	AntixxInt14xx4	AntixxInt14xx4	AntixxInt14xx4	Anti_Int9289	USA
AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	AntixxInt31	Anti_Int9297	USA
AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	AntixxInt71	Anti_Int9299	USA
AntixxInt7xx3	AntixxInt7xx3	AntixxInt7xx3	AntixxInt7xx3	AntixxInt7xx3	AntixxInt7xx1	AntixxInt7xx4	AntixxInt7xx3	AntixxInt7xx3	AntixxInt7xx4	AntixxInt7xx3	AntixxInt7xx4	AntixxInt7xx3	AntixxInt7xx3	AntixxInt7xx1	AntixxInt7xx4	AntixxInt7xx3	AntixxInt7xx4	AntixxInt7xx3	AntixxInt7xx3	Anti_Int9322	USA
AntixxInt41xx2	AntixxInt41xx2	AntixxInt41xx3	AntixxInt41xx4	AntixxInt41xx3	AntixxInt41xx3	AntixxInt41xx2	AntixxInt41xx4	AntixxInt41xx3	AntixxInt41xx4	AntixxInt41xx2	AntixxInt41xx4	AntixxInt41xx3	AntixxInt41xx2	AntixxInt41xx1	AntixxInt41xx3	AntixxInt41xx4	AntixxInt41xx2	AntixxInt41xx4	AntixxInt41xx2	Anti_Int9334	USA
AntixxInt17xx1	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx1	AntixxInt17xx1	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx1	AntixxInt17xx2	AntixxInt17xx1	AntixxInt17xx1	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx2	AntixxInt17xx1	Anti_Int9362	USA
AntixxInt15xx1	AntixxInt15xx1	AntixxInt15xx2xx1	AntixxInt15xx2xx1	AntixxInt15xx2	AntixxInt15xx1	AntixxInt15xx2	AntixxInt15xx1	AntixxInt15xx2xx1	AntixxInt15xx1	AntixxInt15xx2xx1	AntixxInt15xx2xx1	AntixxInt15xx2xx1	AntixxInt15xx2xx1	AntixxInt15xx2xx1	AntixxInt15xx1	AntixxInt15xx1	AntixxInt15xx1	AntixxInt15xx1	AntixxInt15xx2	Anti_Int9380	USA
AntixxInt35xx2	AntixxInt35xx3	AntixxInt35xx2	AntixxInt35xx3	AntixxInt35xx1	AntixxInt35xx1	AntixxInt35xx2	AntixxInt35xx3	AntixxInt35xx3	AntixxInt35xx2	AntixxInt35xx2	AntixxInt35xx3	AntixxInt35xx1	AntixxInt35xx1	AntixxInt35xx1	AntixxInt35xx3	AntixxInt35xx3	AntixxInt35xx3	AntixxInt35xx2	AntixxInt35xx3	Anti_Int9398	USA
AntixxInt34xx2	AntixxInt34xx2	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx1	AntixxInt34xx2	AntixxInt34xx2	AntixxInt34xx2	AntixxInt34xx1	AntixxInt34xx2	AntixxInt34xx2	AntixxInt34xx2	AntixxInt34xx2	AntixxInt34xx1	AntixxInt34xx1	Anti_Int9400	USA
AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	AntixxInt80	Anti_Int9402	USA
AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	AntixxInt72	Anti_Int9407	USA
AntixxInt23xx2	AntixxInt23xx4	AntixxInt23xx2	AntixxInt23xx4	AntixxInt23xx1	AntixxInt23xx2	AntixxInt23xx2	AntixxInt23xx4	AntixxInt23xx1	AntixxInt23xx1	AntixxInt23xx4	AntixxInt23xx4	AntixxInt23xx2	AntixxInt23xx2	AntixxInt23xx2	AntixxInt23xx1	AntixxInt23xx2	AntixxInt23xx2	AntixxInt23xx2	AntixxInt23xx1	Anti_Int9424	USA
AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	AntixxInt83	Anti_Int9430	USA
AntixxInt68xx3	AntixxInt68xx2	AntixxInt68xx2	AntixxInt68xx1	AntixxInt68xx3	AntixxInt68xx3	AntixxInt68xx3	AntixxInt68xx1	AntixxInt68xx2	AntixxInt68xx1	AntixxInt68xx3	AntixxInt68xx2	AntixxInt68xx1	AntixxInt68xx1	AntixxInt68xx2	AntixxInt68xx1	AntixxInt68xx1	AntixxInt68xx3	AntixxInt68xx3	AntixxInt68xx3	Anti_Int9446	USA
AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	AntixxInt60	Anti_Int9460	USA
AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx1	AntixxInt46xx1	AntixxInt46xx1	AntixxInt46xx1	AntixxInt46xx1	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx1	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	AntixxInt46xx2	Anti_Int9469	USA
AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	AntixxInt74	Anti_Int9499	USA
AntixxInt11xx1	AntixxInt11xx2	AntixxInt11xx1	AntixxInt11xx2	AntixxInt11xx1	AntixxInt11xx1	AntixxInt11xx2	AntixxInt11xx1	AntixxInt11xx1	AntixxInt11xx2	AntixxInt11xx1	AntixxInt11xx1	AntixxInt11xx1	AntixxInt11xx1	AntixxInt11xx2	AntixxInt11xx2	AntixxInt11xx1	AntixxInt11xx2	AntixxInt11xx2	AntixxInt11xx2	Anti_Int9510	USA
AntixxInt84xx1	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx1	AntixxInt84xx1	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx1	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx1	AntixxInt84xx1	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx1	AntixxInt84xx2	AntixxInt84xx2	AntixxInt84xx2	Anti_Int9511	USA
AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	AntixxInt67	Anti_Int9560	USA
AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	AntixxInt1	Anti_Int9586	USA
